#,Effect Name,Effect Description,Rarity,Category,Scope,Duration,Cycle,Player
130,Mirari Round,"Until the start of your next turn: All creatures you control gain +1/+1. Whenever you tap a land for mana, add one mana to your mana pool of any type that land produced. Whenever you cast an instant or sorcery spell, you may pay 3. If you do, copy that spell. You may choose new targets for the copy.",3 - Rare,Buff,Player,Round,Rounders,Duel
135,Theatre in the Round,"Until the start of your next turn, as an additional cost to cast a spell, the controller of that spell must read any flavour text on the card aloud in an overly dramatic voice. If there is no flavour text, they must perform a short, seated interpretive dance of the card's name.",3 - Rare,Wacky,All,Round,Rounders,Duel
139,Micro-Karn,"Shuffle all cards in exile into their owner's library. Exile all cards in hand, graveyard and play. Each player draws seven cards.",3 - Rare,Cards,All,Instant,References,Duel
147,TUTOR ALL THE THINGS!,"You may search your library for up to one each of a creature, artifact, enchantment, land, sorcery, and instant, reveal them, and put them in your hand. If you do, shuffle your library.",3 - Rare,Tutor,Player,Instant,Tudors,Duel
148,Rocking Out,"You may sing the chorus from a song. If you do, create two 3/3 red Roc creature tokens with flying. If you do not, each opponent creates a 3/3 red Roc creature token with flying.",3 - Rare,Token,All,Instant,Party,Duel
152,C-C-C-C-COMBO BREAKER,"You get a Big Red Button emblem with ""Empty all players' mana pools, each player sacrifices all nonland permanents, sacrifice this emblem: Until end of turn, if a player would gain life they lose that much life instead.""",3 - Rare,Meta,Player,Instant,Dammit Joe,Duel
155,Whelp Brigade,"Create 1d3 1/2 red Whelp creature tokens with flying and ""R: Whelp gains +1/+0 until end of turn. If more than RR is spent this way in one turn, destroy Whelp at end of turn."".",3 - Rare,Token,Player,Instant,Brigades,Duel
156,How Many Of These Are There?!,Roll two more times on the Chaos List.,3 - Rare,Wacky,Player,Instant,Chaos,Duel
158,The Wave,"Starting with you and proceeding in direction of play, all players participate in three cycles of The Wave. Players who make a wave noise may draw 1 card. Players who do not participate lose 2 life.",3 - Rare,Wacky,All,Instant,Party,Multi
159,Time Whale,"Create a 3/5 blue Dream Whale creature token with flying and ""Sacrifice Dream Whale, pay 5 life, discard a card: Take an extra turn after this one."".",3 - Rare,Token,Player,Instant,Dammit Joe,Duel
160,Reset Life,All players' life totals become 20.,3 - Rare,Life,All,Instant,Basics,Duel
161,Mind Control,You gain control of target opponent during that player's next turn.,3 - Rare,Meta,"Player, Opponent",Turn,Dammit Joe,Multi
162,Spirit of the Forest,"Create a */* green Forest Elemental creature token with trample and ""* is equal to the number of Forests on the battlefield"".",3 - Rare,Token,Player,Instant,Basics,Duel
163,Spirit of the Mountains,"Create a */* red Mountain Spirit creature token with menace and ""* is equal to the number of Mountains on the battlefield.""",3 - Rare,Token,Player,Instant,Basics,Duel
164,Spirit of the Plains,"Create a */* white Plains Spirit creature token with vigilance and ""* is equal to the number of Plains on the battlefield.""",3 - Rare,Token,Player,Instant,Basics,Duel
165,Spirit of the Swamps,"Create a */* black Swamp Spirit creature token with lifelink and ""* is equal to the number of Swamps on the battlefield.""",3 - Rare,Token,Player,Instant,Basics,Duel
166,Spirit of the Islands,"Create a */* blue Island Spirit creature token with flying and ""* is equal to the number of Islands on the battlefield.""",3 - Rare,Token,Player,Instant,Basics,Duel
172,"By The Gods Below, Make It Stop, Please!",Roll three more times on the Chaos List.,3 - Rare,Wacky,Player,Instant,Chaos,Duel
173,"Oh No, Not Again...",Repeat the effect of the last Chaos roll.,3 - Rare,Wacky,Player,Instant,Chaos,Duel
174,Assimilation,Put a Borg counter on each creature you control. Creatures with Borg counters are colorless Borg artifact creatures. Put a +1/+1 counter on each Borg you control.,3 - Rare,Buff,Player,Ongoing,References,Duel
175,Zen Round,"Until the start of your next turn, each player skips their Chaos Phase.",3 - Rare,Meta,All,Round,Chaos,Duel
179,Aggressive Alliteration,"Reveal the top card of your library. Starting with yourself and proceeding in the direction of play, each player names a different card that starts with the same letter as the revealed card (no repeats). The first player who fails to name a card within 10 seconds of the previous player or who names a duplicate card loses 4 life. Put the revealed card into your hand.",3 - Rare,Damage,All,Instant,Party,Multi
180,Rise of the Machines,"Put X +1/+1 counters on each noncreature artifact, where X is its converted mana cost. Noncreature artifacts with +1/+1 counters on them have ""0: This permanent becomes a creature in addition to its other types until end of turn.""",3 - Rare,Cards,All,Ongoing,References,Duel
184,Super Chaos Round,"Until the start of your next turn, each player rolls twice during their Chaos Phase.",3 - Rare,Meta,All,Round,Chaos,Duel
185,Ryan Loves Dice,"Choose up to 1d8 target creatures. Put X +1/+1 counters on each, X equals 1d6. Choose up to 1d4 other target creatures. Those gain +Y/+Y until end of turn, Y equals 1d20. All players discard 1d6 cards, then draw 1d8 cards. Flip a coin. Heads: All players gain 1d10 life. Tails: All players lose 2d4 life.",3 - Rare,Buff,All,Instant,Dammit Ryan,Duel
188,Painting a Target,"You may choose a color. If you do, exile all creatures target opponent controls of the chosen color. If you don't, exile all colorless creatures target opponent controls. Return each of these creatures to the battlefield at the beginning of its owner's next end step.",3 - Rare,Cards,Target Player,Instant,Dammit Joe,Duel
189,Classic Triplets,Add three mana of any colour to your mana pool at the start of your first main phase. Gain 3 life. Draw 3 cards. Deal 3 damage to target creature or player. Target creature gets +3/+3 until end of turn.,3 - Rare,Wacky,Player,Turn,Antiquity,Duel
190,I'm In The DCI,"Name a nonbasic card. Ban this card for the remainder of the game. (Exile all copies of the card in play and in players' hands, graveyards, and libraries. Shuffle any libraries card was removed from.)",3 - Rare,Cards,All,Instant,Basics,Duel
200,Chaos Choice,Flip a coin. Heads: choose an effect on the Chaos list and resolve it. Tails: target opponent chooses an effect on the Chaos list and resolves it.,3 - Rare,Wacky,Player,Instant,Chaos,Duel
